7.4582,9.4503,11.46,11.406,12.492,9.7084,9.2018,6.9654,5.2737,4.7496,5.5867,6.1401,8.094,6.3383,5.7234,4.0087,5.2737,6.3383,6.717,6.6939,5.1252,4.4818,5.475,6.9654,7.9008,8.0173,7.4166,5.5867,5.2737,2.9936,12.026,18.811,22.153,23.513,22.153,21.879,19.904,18.884,15.802,15.122,15.733,16.658,19.201,20.977,21.458,20.926,19.015,18.235,17.901,18.353,16.971,19.015,19.015,19.67,18.353,17.447,16.723,15.723,12.798,8.9636,7.4789,10.679,9.5155,9.4667,10.22,9.4667,8.2078,8.3385,5.8038,5.475,4.0087,3.3814,2.3585,1.7579,1.1118,1.1118,1.243,2.292,2.0043,2.4861,2.9936,5.1252,3.9308,5.2737,2.3585,2.0043,1.243,2.9936,2.9936,2.4861,13.025,18.209,20.043,22.347,26.181,22.9,28.487,30.255,32.628,32.892,35.355,35.876,39.703,37.183,39.095,34.986,35.004,33.303,31.175,29.651,23.962,13.942,15.811,15.605,15.102,15.575,15.102,15.122,17.17,11.034,17.269,24.485,27.33,35.686,40.275,43.814,44.42,46.367,42.336,41.793,40.063,41.039,41.855,39.127,39.796,39.796,37.854,38.337,35.473,34.538,37.162,38.714,39.855,40.809,39.73,40.459,37.349,38.131,33.768,24.573,8.7012,11.727,14.771,16.584,12.603,7.8616,8.2078,8.2078,6.5067,9.1682,13.178,15.486,18.209,19.393,20.357,21.587,21.014,18.235,17.367,16.416,14.346,12.242,14.03,17.296,13.571,16.236,17.053,17.667,18.353,13.178,8.4855,10.794,13.084,12.026,11.568,10.693,5.559,3.9308,2.292,2.2236,3.5158,3.5158,3.3814,4.4472,6.6939,8.9636,10.25,10.95,11.406,12.242,10.693,9.5155,9.5155,7.2267,6.6939,5.9093,6.1401,5.1252,5.559,4.0087,5.5867,7.0317,6.7856,4.4818,3.5595,3.9308,5.7234,7.7428,7.3117,8.9118,10.068,10.385,10.736,12.93,13.445,15.265,14.238,14.958,12.192,13.388,12.192,14.151,17.125,18.645,18.336,18.005,16.159,15.295,13.445,10.25,3.9308,6.2152,7.7428,6.1149,6.717,8.7896,7.0317,8.9118,8.4123,10.22,10.679,12.026,13.365,12.798,11.173,11.974,10.736,7.9593,6.4829,5.1252,6.4829,7.0317,7.2267,10.22,9.1175,9.7243,8.9636,9.1682,8.9636,5.2444
6.7284,9.2677,12.263,12.952,12.213,12.513,14.743,16.853,18.41,16.853,17.992,16.687,16.443,13.411,13.832,12.213,12.263,10.638,10.983,9.3344,7.3241,5.0424,1.7609,1.1137,0,2.4903,3.5655,5.1338,6.2257,3.5655,2.0077,5.4843,7.9142,10.268,10.595,12.451,13.283,13.047,10.506,9.0647,7.9142,10.039,10.237,12.046,15.045,16.187,16.537,19.394,19.922,19.33,17.828,17.697,14.942,12.364,9.4827,8.3526,8.2781,7.2603,6.7284,4.0539,2.2274,5.4843,4.7901,7.0436,7.8749,8.9788,9.2174,8.6982,9.4827,9.8515,9.2677,9.7408,11.995,11.747,12.263,12.326,12.162,10.565,10.237,8.8045,7.7359,5.6787,2.7842,2.0077,2.7842,2.4903,2.7842,2.8394,2.3625,2.0077,28.18,40.328,46.672,50.144,53.043,47.541,46.07,43.452,42.974,39.126,39.864,41.165,43.082,40.984,39.692,39.446,39.316,36.092,31.539,29.971,25.249,19.687,14.197,8.716,5.5962,11.151,13.107,15.076,17.485,13.142,22.364,30.09,29.935,26.407,24.934,21.262,11.995,10.085,9.7248,12.364,22.837,26.525,33.21,32.754,35.218,38.012,40.927,42.162,45.895,48.704,48.576,45.918,52.219,52.322,49.805,48.65,49.671,48.269,44.842,30.321,17.271,25.359,32.906,31.128,28.273,31.406,33.826,33.359,29.052,30.803,28.665,25.711,22.939,25.451,30.136,27.302,28.29,33.322,31.362,28.665,27.551,27.154,26.913,22.176,22.106,19.33,16.187,8.9095,10.039,4.9805,15.75,20.269,23.174,27.607,28.29,24.659,28.665,27.931,27.842,25.114,23.5,22.029,18.908,15.321,13.376,13.932,16.752,17.697,18.41,19.561,16.705,11.261,12.301,12.916,15.29,16.789,17.697,16.715,15.401,8.8045,6.7971,8.5181,5.6787,6.7743,6.7971,7.9728,6.7284,6.8878,5.9974,6.7743,7.7359,8.2217,10.039,9.5803,11.48,12.988,13.468,13.966,12.71,13.468,15.442,16.556,18.24,18.965,18.586,18.719,16.705,15.29,10.754,6.6821,6.8878,9.5803,9.1329,9.5803,10.268,12.046,14.521,12.251,11.192,12.856,12.563,12.162,10.268,9.7248,8.716,6.7743,5.6787,8.9269,11.192,11.48,8.8045,7.2603,8.6982,5.4843,2.7842,3.5218,3.2469,2.8394,3.9375,4.5918
4.4606,5.2602,5.7406,5.1406,6.8061,6.9865,6.1587,5.0491,4.764,4.2464,2.4936,2.299,2.3656,3.5264,3.7404,2.0104,2.0104,2.3656,3.5264,5.4915,4.3548,1.2468,2.299,1.1152,0.78854,2.2303,1.2468,2.7879,1.6727,1.7632,17.632,26.129,30.32,32.646,31.075,31.065,28.311,28.062,25.233,24.842,24.917,26.129,27.879,29.213,29.107,26.507,24.936,22.414,19.547,16.765,16.256,17.366,17.981,19.523,19.902,20.63,19.507,18.941,16.475,11.166,1.2468,2.0104,0.55758,1.7632,0.55758,2.8431,2.4936,4.7965,4.2464,5.0491,6.7373,8.9907,7.27,5.5198,5.7406,5.5198,7.1405,6.0053,7.439,7.0529,6.0053,2.8431,2.4936,3.0027,2.299,2.4936,2.0104,2.4936,1.7632,1.7632,13.475,17.843,18.693,21.516,20.273,15.065,20.989,20.638,22.114,23.192,22.99,25.393,26.978,29.636,31.269,29.213,27.778,26.822,26.489,27.879,23.425,16.958,18.568,17.419,17.632,19.259,15.219,17.851,15.311,11.29,23.669,33.165,36.384,39.604,39.494,42.354,44.193,44.763,41.8,41.034,41.276,42.391,45.503,44.638,46.148,46.077,45.356,43.964,40.3,37.619,37.866,38.323,41.083,42.376,44.4,46.118,43.989,44.554,40.646,29.808,3.9427,4.0592,7.0968,5.7406,5.9272,7.2485,7.5015,12.229,12.836,13.578,13.486,18.434,20.698,19.475,20.818,22.58,23.212,20.563,21.305,18.093,19.031,14.731,16.054,18.459,15.869,19.162,18.059,20.502,19.186,13.218,10.997,15.168,16.093,16.512,14.465,11.068,7.27,5.5198,6.0312,6.0053,7.4807,7.27,7.27,8.0415,9.28,10.251,10.052,9.2296,9.1958,8.3823,7.27,6.2339,5.2602,4.3548,3.3916,2.8431,3.2512,2.4936,3.5703,2.299,6.5024,8.3637,7.9833,5.6036,5.5758,4.2464,3.9427,2.7879,2.299,2.4936,2.4936,3.9427,5.5198,7.5015,9.145,9.2296,11.29,11.828,11.152,10.098,8.9907,8.3823,11.207,12.036,13.005,13.065,11.495,11.481,10.281,8.3823,0,0.78854,1.7632,2.3656,2.8431,3.0027,3.5703,3.5703,3.9427,4.3548,4.4954,5.6862,7.3338,6.7833,7.9833,7.5015,7.27,5.2897,3.9427,5.0491,4.0592,2.299,2.4936,2.299,2.299,1.6727,2.0104,2.0104,2.0104,1.5771
11.442,16.557,19.242,23.422,24.981,24.401,24.975,24.727,25.71,23.084,22.214,20.103,18.524,17.769,19.551,18.39,20.602,19.073,18.449,19.137,19.52,19.895,21.423,22.775,24.096,23.612,22.64,23.547,22.592,15.55,5.6599,6.3279,3.5101,0.555,2.775,3.9244,9.1868,11.773,11.169,11.799,13.786,15.148,16.323,15.148,16.104,17.097,15.098,15.98,16.907,16.943,17.339,17.339,18.323,19.137,18.903,18.78,14.323,13.004,10.676,6.6831,18.878,27.415,30.083,32.027,30.931,25.463,24.533,24.344,20.98,20.98,18.87,18.878,18.449,17.898,19.457,17.427,16.852,16.181,11.877,10.661,6.7746,2.482,4.0404,4.0404,5.0257,7.2363,8.2506,10.005,9.8189,7.215,34.837,47.1,50.663,55.124,51.018,41.451,41.717,35.355,32.575,30.651,29.826,30.621,34.199,31.537,33.415,28.136,30.565,31.05,31.785,35.053,36.516,37.052,42.183,46.228,48.969,50.147,47.981,47.419,42.18,28.299,17.699,25.463,26.663,26.326,25.889,21.991,19.266,18.648,19.425,24.198,30.701,37.023,41.51,41.728,44.621,45.847,41.421,35.494,29.326,30.083,27.605,30.651,33.3,37.189,36.011,38.423,38,36.986,30.651,20.011,12.813,20.722,24.382,23.612,22.207,22.755,24.344,24.019,21.322,20.943,19.385,17.551,17.205,16.88,20.354,19.361,19.622,22.653,19.161,17.898,18.205,17.551,15.148,17.097,13.239,12.957,10.368,12.558,12.172,8.8973,3.5537,2.775,1.241,2.775,5.7943,9.4513,9.8815,12.957,15.421,15.48,17.214,18.607,18.12,15.35,16.209,15.717,20.018,21.097,23.71,27.246,26.692,23.343,25.165,26.87,23.91,21.445,18.524,18.878,17.769,12.172,7.9464,10.661,8.4898,7.215,5.7141,3.1395,3.9244,6.3279,8.3434,10.204,10.005,10.603,12.323,11.981,13.886,13.366,12.656,12.909,9.7085,8.7753,10.188,13.366,11.428,10.051,10.56,10.234,7.9464,10.188,10.204,6.7518,5.1168,7.2999,8.7753,10.661,14.526,14.128,16.398,20.011,21.156,23.891,25.463,28.299,29.888,30.221,30.083,29.415,32.29,32.646,32.975,36.419,35.537,31.523,34.535,33.3,30.195,27.555,23.839,21.358,18.549,12.945
22.22,26.419,31.305,25.042,34.683,33.03,28.267,30.459,32.827,28.806,29.214,21.523,17.294,16.256,16.409,24.692,16.256,17.104,17.712,19.186,18.29,16.958,19.516,19.356,18.991,9.3469,37.07,17.852,18.059,12.933,11.972,17.348,19.777,17.5,20.833,17.921,17.878,19.072,15.311,15.219,16.409,16.409,16.876,13.567,15.869,14.106,18.868,17.177,15.168,16.093,16.876,16.811,18.958,19.089,15.622,17.5,20.297,21.305,18.958,13.254,9.8648,24.125,15.553,32.599,20.751,22.922,35.212,29.804,25.968,21.91,22.759,30.87,30.362,31.305,31.719,20.631,30.156,34.839,32.746,35.463,31.704,33.664,35.217,34.236,35.212,38.671,16.209,30.13,29.442,22.697,13.984,16.857,21.041,14.336,20.989,19.777,18.933,20.297,23.212,20.818,20.691,13.951,10.609,9.6255,12.178,19.452,15.422,17.782,19.324,20.204,21.81,23.445,25.944,29.176,30.985,33.353,31.562,28.979,24.515,14.476,13.771,19.902,17.878,20.818,16.709,17.177,14.216,13.612,10.521,9.2801,8.8163,10.281,9.5444,7.9835,7.9835,7.2701,6.7143,6.7834,5.6037,9.196,8.3638,8.8163,10.983,9.7379,8.7277,2.8432,4.598,2.0104,0.55759,0.55759,2.7879,11.723,6.234,14.594,7.2487,9.0769,12.468,9.2297,8.9388,7.8261,7.7463,17.213,18.61,20.081,20.818,13.124,23.192,25.19,23.663,25.673,23.352,25.872,28.129,28.063,26.443,25.872,22.922,20.204,18.468,13.984,8.7277,13.16,12.242,6.7374,11.933,14.731,11.068,12.715,13.16,14.39,13.429,7.7463,5.6037,5.0492,3.5265,14.292,4.3549,5.2603,6.5264,9.4954,8.9388,9.0769,11.723,11.828,10.281,7.053,12.873,11.495,10.725,7.8855,9.4626,13.94,15.702,19.476,18.958,17.921,18.392,17.213,15.741,15.967,14.721,14.721,13.984,13.486,14.721,14.292,13.254,13.94,15.014,14.106,14.721,14.731,13.301,15.422,14.194,11.855,9.7538,8.2892,8.2327,6.0054,6.3575,4.4954,5.6863,11.972,5.6863,8.2327,13.429,12.38,10.052,8.2892,10.098,16.054,17.321,18.137,17.42,7.7463,17.633,17.509,17.852,18.476,17.852,20.197,24.002,24.54,23.983,24.761,21.371,23.299,20.502,14.636
9.618,15.084,17.2,20.281,23.247,21.672,24.439,25.562,27.707,26.894,30.215,30.107,31.88,30.946,31.225,28.972,29.424,29.78,30.415,32.142,31.22,26.975,27.679,26.975,26.952,25.665,25.465,22.904,21.003,13.839,19.572,27.488,32.011,35.083,38.801,39.523,40.431,41.846,39.255,39.021,40.007,39.652,40.35,38.188,38.621,40.123,39.625,39.464,38.168,36.894,36.322,34.705,33.674,31.22,30.906,29.702,29.191,28.993,26.228,18.943,7.135,10.76,11.806,13.476,12.729,9.9667,11.282,9.7303,7.9772,8.2827,12.219,13.395,12.458,14.709,16.196,15.521,16.565,17.619,20.127,18.276,16.844,15.769,17.803,16.244,14.106,15.207,16.945,15.002,13.29,8.8094,6.3525,9.7462,10.818,13.418,16.761,20.486,20.501,22.734,26.422,24.337,25.653,24.616,24.597,23.194,21.434,19.058,17.619,15.769,15.37,13.839,11.819,9.2225,8.2263,11.486,13.29,14.062,13.929,13.043,11.143,7.4334,16.272,21.85,21.434,20.735,21.289,24.477,24.003,25.665,26.539,25.263,22.286,19.058,18.927,15.759,15.156,17.942,20.802,24.003,25.918,27.712,31.091,31.914,32.891,33.14,31.621,29.02,27.504,26.085,21.325,14.378,12.308,15.521,20.096,19.212,17.864,15.136,16.396,17.495,15.299,18.251,20.936,23.434,23.645,24.035,24.19,22.87,22.265,20.705,20.486,21.216,20.25,16.863,20.802,20.884,20.088,17.768,17.308,13.395,8.9319,6.0007,8.1123,10.029,10.818,12.458,13.418,12.52,14.804,14.029,13.114,13.114,11.963,10.644,9.138,6.9811,5.1367,4.9833,4.7276,4.9833,5.5715,5.5715,4.7928,3.0004,4.7276,4.3515,3.9397,4.7928,5.1367,6.709,6.5213,5.5993,2.4917,3.1517,2.3638,3.9397,5.5715,7.0914,9.7462,10.273,8.3759,8.3759,8.9319,11.199,11.486,12.705,13.556,15.156,17.091,18.002,19.017,22.972,22.487,22.563,25.041,24.273,22.87,20.003,19.244,18.721,17.055,12.729,8.703,11.594,13.568,15.6,16.918,17.486,18.276,18.521,16.071,15.49,14.709,15.61,17.777,18.951,20.486,20.817,20.884,21.758,19.627,19.341,19.041,16.724,17.009,14.991,14.205,13.055,12.717,11.364,10.09,7.5781
14.296,20.569,23.781,9.9773,21.916,16.404,18.27,17.638,16.098,12.84,13.398,12.384,12.321,12.321,12.384,12.877,19.955,19.782,16.963,15.716,17.717,16.714,17.796,17.961,19.955,19.782,22.929,21.224,22.976,12.534,19.719,27.164,25.055,30.067,27.284,20.279,16.413,12.346,13.977,14.394,12.066,7.5862,6.8082,5.5214,4.4967,3.9439,4.7327,4.0605,4.0605,2.4943,3.0036,3.1551,2.2997,2.844,3.1551,1.1155,2.011,0.78878,1.2472,0.55775,7.5862,4.5993,9.5471,18.707,13.304,26.214,26.362,24.566,23.432,21.816,23.111,25.492,25.59,25.055,25.068,24.9,18.749,17.987,21.702,18.473,19.078,17.425,21.781,23.272,23.676,20.523,19.521,21.529,16.261,16.413,33.358,45.264,46.28,43.318,42.113,35.027,30.575,26.143,23.676,22.587,23.212,24.299,27.381,24.768,23.716,22.31,29.692,30.036,22.929,18.939,23.485,21.816,25.253,32.983,30.139,28.712,28.423,32.239,29.984,21.202,13.775,17.961,28.137,9.2324,20.302,31.967,31.797,35.596,25.88,21.464,19.648,20.824,20.958,20.958,19.078,22.484,21.724,17.027,15.776,15.627,15.1,17.227,15.981,17.987,13.021,16.213,12.719,15.706,12.066,11.766,26.515,38.416,42.477,50.435,42.914,40.746,37.436,36.318,37.717,35.275,40.22,39.929,41.835,39.062,36.591,38.779,34.187,30.939,39.987,38.742,39.257,37.436,41.326,36.043,44.41,40.436,45.067,38.306,35.213,23.591,4.5993,7.2507,2.7887,12.719,11.498,19.208,20.749,18.21,15.627,12.014,10.958,10.83,11.001,13.719,12.84,13.49,22.484,21.659,12.743,11.294,16.779,15.152,18.996,16.242,16.714,13.944,11.294,12.973,16.779,6.5283,8.8188,15.07,17.182,21.312,18.996,15.315,12.232,9.9773,10.714,10.714,13.068,17.227,21.003,22.868,21.377,21.873,22.759,23.696,25.59,27.466,25.681,28.401,30.165,27.652,25.663,26.077,25.352,25.167,22.421,13.977,8.6586,12.534,17,3.9439,14.469,14.501,15.152,17.371,19.553,18.996,20.906,20.11,18.099,18.741,20.118,20.11,13.304,10.714,20.884,18.465,20.11,18.065,19.037,20.644,16.936,13.49,14.394,13.944,6.5044,8.8188
10.919,15.005,17.957,19.712,20.57,20.138,21.452,22.568,25.034,23.507,25.132,24.854,26.049,25.2,26.907,24.358,25.697,23.328,21.738,19.332,15.914,12.239,9.047,7.0736,4.7157,2.9928,3.9298,5.2724,6.4812,5.243,7.2462,12.302,14.964,17.575,17.575,18.928,17.407,16.654,14.342,14.672,11.444,13.01,14.245,17.442,19.712,22.431,21.922,21.703,19.483,18.094,14.912,14.234,10.676,7.7208,5.7218,5.5575,5.7218,5.1238,3.9298,3.1438,3.9298,4.7484,6.4812,6.7152,5.6676,4.2325,5.0326,5.5853,5.0326,5.1238,6.4812,6.3366,3.9298,2.9928,2.8338,4.4806,5.1238,5.6676,8.7873,7.7208,7.0298,6.1133,5.7218,2.9928,1.7575,2.0038,2.9928,2.7788,2.9928,2.3579,27.435,37.073,43.778,47.239,49.465,48.707,46.141,45.139,46.875,43.228,47.331,48.609,51.697,51.383,52.022,48.694,50.464,43.512,41.148,36,30.973,25.661,21.703,17.793,18.474,19.188,18.348,20.382,18.682,14.147,28.338,36.814,39.774,36.785,38.169,35.364,25.907,21.617,16.231,13.927,19.026,27.141,32.262,28.899,29.581,31.364,30.323,28.609,31.379,33.35,34.528,34.3,38.283,37.799,36.231,33.308,35.991,36.163,35.729,23.275,23.136,30.612,37.385,38.799,36.021,34.3,37.036,39.423,33.257,35.845,35.013,34.569,32.468,34.006,36.09,34.124,35.711,36.038,33.645,33.019,30.813,28.566,31.829,31.541,30.031,28.452,24.978,19.123,15.169,7.5591,12.201,15.371,16.756,19.696,20.883,19.292,24.403,23.742,23.664,21.674,20.084,19.86,17.662,15.452,14.342,12.239,11.933,11.565,12.239,13.76,12.189,8.4832,9.9416,10.338,12.023,13.21,13.905,14.418,12.794,7.7806,3.5149,4.5829,2.4854,0.78596,2.7788,4.4806,4.0076,3.5586,4.2325,3.1438,3.9298,6.4812,8.0152,8.0919,7.3098,8.4101,8.8921,7.9572,7.2462,7.2248,8.9094,10.919,12.023,13.384,14.767,14.46,13.726,13.568,9.513,5.7218,2.7788,3.1438,4.4806,9.4642,12.427,12.794,15.69,14.342,13.384,13.384,12.794,13.175,13.43,13.081,13.522,12.427,15.169,16.756,17.237,18.23,14.954,10.69,10.919,8.5014,6.1385,4.4806,2.8338,2.8338,3.5149,3.8903
10.591,15.236,18.001,21.884,24.319,22.223,25.458,26.805,28.735,27.714,28.983,29.458,31.304,29.716,30.883,27.556,28.967,29.112,29.59,32.265,30.456,26.589,27.261,26.939,26.73,24.719,23.076,22.667,19.377,12.729,21.969,31.279,34.174,38.689,40.291,42.694,43.068,43.068,39.479,38.451,38.705,37.702,39.411,34.392,35.795,36.557,36.54,37.974,36.227,36.527,35.532,36.347,36.54,33.137,32.212,30.456,29.711,28.962,27.871,19.012,7.7548,11.22,13.955,15.071,12.293,10.186,12.851,12.356,8.5022,10.723,12.655,13.787,11.656,13.067,14.231,14.132,14.513,16.596,18.987,17.74,15.798,15.02,17.196,18.225,16.188,17.801,17.439,16.596,13.513,8.7372,6.5097,7.7748,8.5388,10.664,13.443,15.719,15.64,17.34,21.278,19.012,19.735,18.497,18.979,16.197,15.164,13.443,12.983,12.394,11.08,11.615,9.1552,7.342,6.7216,8.2982,12.024,11.494,11.508,10.967,10.293,6.7216,17.078,22.356,20.661,20.219,19.569,22.118,21.256,22.244,22.419,22.244,17.74,15.965,15.798,14,13.443,17.123,20.296,22.453,23.696,25.311,26.589,27.375,27.573,28.342,28.49,26.478,23.378,22.777,19.798,13.443,12.05,16.727,20.525,20.227,17.74,16.101,15.994,19.798,17.367,20.165,21.741,23.11,23.264,23.846,26.241,23.237,22.082,23.311,20.841,21.394,19.545,17.871,20.661,20.219,19.664,19.664,18.019,14.308,9.9385,6.0379,7.0607,8.7372,8.5206,9.5058,10.063,9.9385,11.508,10.383,9.7645,9.9385,9.0007,7.7748,7.4473,3.9471,1.2482,1.2482,1.7652,3.2548,3.006,3.5742,3.006,2.791,4.0638,3.3954,2.791,3.006,4.3597,5.5259,6.5097,5.0547,3.1577,3.5742,3.5742,5.4976,5.747,6.012,10.262,12.983,11.009,10.781,12.05,13.138,13.582,14.524,14.779,16.949,18.251,18.001,19.877,23.892,23.451,24.523,27.731,27.91,25.562,22.784,20.983,19.223,15.759,11.656,9.0007,11.164,15.788,17.34,19.223,19.497,20.714,20.319,17.483,17.241,16.746,17.801,19.735,20.953,22.605,22.019,22.968,23.531,20.479,20.714,19.924,18.631,17.897,16.226,17.313,16.274,16.226,14,14.308,9.2903
12.805,18.69,24.48,28.924,33.834,33.267,37.047,37.005,41.513,36.846,40.494,40.483,42.887,41.85,42.507,38.36,39.664,36.411,37.072,37.713,33.971,28.779,27.95,25.623,23.448,20.101,17.799,15.385,12.5,8.4905,21.166,31.174,34.585,39.035,40.639,43.857,41.255,40.912,36.694,37.701,34.848,35.573,35.429,32.4,33.043,33.494,31.817,31.919,27.21,25.959,26.378,26.589,26.066,24.233,24.707,25.417,23.762,24.48,23.348,16.981,10.028,15.182,18.59,19.666,19.18,17.773,20.588,20.7,15.515,17.27,17.457,18.118,15.614,18.22,21.721,23.762,26.589,27.187,28.061,25.641,22.152,21.37,22.907,23.664,22.805,24.15,23.135,20.768,18.05,13.465,13.939,18.49,20.399,21.399,22.995,21.92,22.832,22.995,26.372,23.448,24.15,23.684,23.474,22.974,25.227,25.683,30.999,30.083,31.88,31.317,29.201,26.958,27.187,27.159,30.349,27.164,27.878,25.881,23.527,15.938,24.906,33.048,32.088,31.71,32.189,34.486,33.197,33.466,30.471,29.391,23.885,22.697,26.792,27.459,33.669,40.149,42.361,45.246,44.415,46.461,48.395,49.713,48.758,45.868,42.638,40.62,38.577,37.305,29.954,20.588,15.455,20.61,27.124,26.705,23.963,20.768,21.202,22.832,21.144,24.575,27.124,28.143,28.514,29.48,32.151,30.41,30.719,31.371,32.252,33.248,30.226,28.806,33.118,32.944,29.621,27.577,26.149,19.204,13.534,8.2689,13.396,17.912,20.063,22.388,23.474,22.498,23.242,22.374,20.879,19.372,18.414,17.955,15.733,13.906,9.4559,10.568,9.3241,11.263,11.891,14.473,12.684,10.346,10.028,8.2689,7.5655,6.342,4.4845,2.0055,1.1125,2.9954,8.9689,13.092,12.199,11.467,13.033,12.199,16.954,16.359,16.981,16.917,19.658,21.814,24.981,27.346,28.373,29.454,28.736,30.083,30.165,32.552,32.704,31.273,34.36,32.189,29.057,26.792,24.296,22.887,19.728,15.455,6.7896,9.4395,9.1228,8.7947,9.8564,13.092,15.018,16.89,15.928,16.733,17.938,18.59,20.094,22.422,23.135,22.04,20.61,19.476,17.017,14.462,12.696,9.7141,10.256,9.3241,10.743,12.438,13.816,11.453,10.627,7.5655
