-21.949,-99.659,-42.257
-34.049,-95.964,-47.779
-18.861,-100,-34.175
-53.497,-77.368,-67.36
-54.986,-73.012,-69.78
-52.012,-84.214,-73.244
-50.547,-78.225,-70.292
-63.022,-77.001,-81.81
-33.222,-93.65,-44.665
-45.381,-77.668,-65.908
-30.907,-91.788,-39.987
-46.682,-82.245,-65.177
-45.124,-83.675,-60.144
-53.602,-87.019,-73.584
-40.76,-77.852,-53.75
-44.572,-83.375,-63.053
-13.648,-99.357,-43.221
-52.369,-91.555,-74.533
-56.694,-71.05,-84.202
-51.8,-75.632,-64.361
-48.796,-87.306,-65.14
-15.66,-86.697,-42.178
-59.711,-71.693,-86.428
-14.089,-99.077,-43.761
-39.119,-90.141,-43.188
-53.86,-86.885,-66.623
-58.092,-68.313,-79.024
-18.453,-93.14,-43.716
-48.372,-79.945,-68.547
-46.492,-78.492,-70.971
-44.716,-76.405,-67.61
-47.665,-82.761,-51.674
-45.72,-92.24,-65.07
-20.246,-98.69,-44.146
-31.166,-86.198,-45.682
-44.108,-77.955,-71.211
-49.395,-81.422,-59.964
-29.373,-97.706,-47.346
-56.001,-69.527,-77.446
-49.626,-86.108,-70.236
-63.355,-67.231,-77.324
-62.662,-67.261,-76.73
-48.66,-82.937,-69.69
-13.006,-86.601,-31.383
-33.352,-94.807,-43.571
-53.659,-66.085,-81.878
-53.447,-78.871,-65.205
-21.817,-92.58,-42.068
-23.159,-99.27,-42.213
-54.703,-83.593,-68.028
-19.326,-99.227,-43.28
-17.339,-87.622,-40.567
-18.635,-96.482,-38.722
-52.101,-83.461,-61.476
-19.122,-99.886,-41.778
-37.11,-82.515,-45.529
-56.111,-65.416,-84.804
-59.277,-77.747,-69.795
-23.279,-96.43,-37.577
-18.825,-95.185,-41.451
-30.954,-88.987,-45.867
-49.181,-79.017,-55.027
-33.02,-85.009,-53.165
-35.887,-87.79,-45.862
-17.606,-99.633,-40.334
-50.845,-84.128,-69.999
-49.982,-90.427,-57.33
-46.403,-82.065,-56.453
-47.462,-79.644,-79.844
-46.949,-86.472,-66.532
-49.225,-88.788,-44.684
-61.45,-64.998,-85.953
-40.334,-87.626,-64.675
-33.525,-95.199,-44.884
-50.479,-85.901,-63.289
-51.523,-81.723,-60.208
-50.097,-65.701,-74.089
-43.398,-75.35,-61.383
-34.292,-95.911,-43.741
-59.235,-64.759,-74.912
-64.124,-72.882,-84.545
-54.4,-75.588,-70.704
-15.406,-93.938,-40.979
-53.637,-77.811,-68.923
-16.956,-94.302,-36.375
-33.336,-89.273,-44.391
-53.56,-73.109,-77.064
-48.387,-81.297,-65.267
-30.698,-88.846,-41.467
-43.628,-83.36,-59.019
-18.86,-94.141,-40.605
-54.452,-80.512,-68.817
-29.429,-93.063,-52.095
-20.358,-94.96,-36.828
-50.195,-80.9,-59.877
-43.983,-86.26,-62.285
-53.829,-67.198,-82.641
-46.444,-82.21,-71.408
-17.173,-98.791,-41.001
-62.944,-74.274,-79.186
-53.739,-79.123,-70.183
-65.232,-70.137,-83.26
-57.557,-62.003,-85.283
-38.694,-79.739,-58.529
-50.841,-66.749,-76.297
-46.819,-76.201,-59.289
-49.804,-81.899,-56.62
-49.289,-81.328,-61.887
-50.286,-77.419,-65.794
-44.075,-78.388,-53.548
-66.138,-63.967,-79.357
-55.795,-73.151,-81.148
-50.456,-85.838,-60.13
-33.203,-92.478,-44.502
-11.42,-90.223,-36.644
-54.202,-72.844,-76.158
-27.539,-96.389,-35.399
-54.787,-86.857,-63.522
-14.266,-93.743,-39.343
-40.486,-75.051,-71.342
-56.855,-69.958,-73.237
-54.291,-90.607,-58.022
-20.957,-96.818,-40.953
-47.846,-81.886,-72.875
-57.152,-69.758,-81.539
-45.144,-79.036,-59.808
-58.601,-76.453,-82.124
-58.012,-65.446,-87.308
-47.422,-84.506,-68.255
-45.793,-82.383,-57.752
-59.144,-60.104,-73.868
-17.908,-88.388,-44.781
-13.648,-100,-35.755
-43.387,-85.65,-77.624
-54.808,-70.233,-82.619
-55.68,-86.998,-61.713
-51.91,-82.19,-70.763
-51.941,-79.683,-60.195
-14.612,-100,-40.419
-53.084,-76.279,-59.253
-44.68,-78.781,-54.524
-22.901,-100,-39.196
-61.489,-66.109,-83.578
-27.489,-90.547,-51.065
-24.355,-100,-33.327
-45.443,-81.363,-56.53
-51.047,-84.783,-65.725
-47.707,-86.484,-54.911
-50.784,-85.381,-56.999
-34.633,-95.962,-44.969
-26.164,-96.669,-40.386
-27.749,-98.752,-48.727
-24.389,-96.357,-48.736
-43.451,-81.015,-65.4
-40.148,-85.421,-45.293
-51.429,-84.721,-67.838
-45.974,-87.589,-69.154
-48.66,-79.489,-63.585
-46.812,-77.879,-66.71
-40.337,-86.246,-61.534
-14.542,-96.71,-47.427
-59.845,-68.228,-83.077
-31.956,-83.494,-51.236
-53.469,-71.138,-88.051
-59.708,-64.633,-84.667
-19.446,-96.905,-41.552
-51.686,-81.678,-54.39
-59.146,-70.524,-75.58
-45.027,-85.678,-63.279
-52.687,-78.872,-62.373
-56.464,-67.162,-79.056
-27.538,-93.724,-43.971
-24.747,-95.731,-49.938
-20.164,-95.91,-44.271
-52.124,-75.618,-70.526
-46.283,-83.537,-55.988
-55.054,-77.939,-50.72
-18.426,-99.923,-34.296
-47.911,-84.625,-68.523
-45.805,-82.045,-71.188
-55.545,-86.061,-74.555
-30.065,-99.578,-44.509
-28.424,-93.119,-45.045
-46.773,-79.583,-75.296
-54.326,-68.594,-76.846
-19.757,-97.496,-42.894
-48.974,-85.61,-61.322
-59.868,-70.013,-82.615
-28.291,-89.662,-43.3
-57.08,-66.49,-83.819
-58.756,-69.048,-81.03
-57.735,-83.383,-69.845
-27.855,-90.853,-49.252
-33.466,-90.99,-43.686
-41.068,-76.492,-55.625
-22.591,-97.116,-41.808
-43.047,-84.785,-60.086
-22.387,-85.866,-45.138
-49.768,-84.974,-61.674
-56.015,-84.14,-68.735
-29.746,-91.363,-43.025
-42.442,-84.119,-55.076
-12.068,-97.259,-37.042
-17.841,-95.16,-45.273
-57.893,-68.659,-82.658
-25.392,-93.001,-44.816
-16.508,-93.224,-43.635
-32.006,-96.398,-45.499
-19.456,-100,-34.656
-57.57,-70.007,-80.343
-41.458,-88.879,-47.857
-24.642,-88.601,-52.163
-45.967,-84.388,-63.93
-17.41,-97.643,-47.853
-56.328,-68.368,-82.05
-44.1,-79.044,-58.292
-13.241,-100,-44.189
-24.164,-97.669,-40.492
-52.732,-85.395,-69.801
-55.551,-71.798,-80.193
-33.008,-92.72,-44.086
-47.093,-82.03,-75.116
-16.203,-93.156,-42.295
-52.674,-82.263,-68.601
-21.455,-95.408,-34.928
-45.673,-77.724,-49.815
-56.303,-80.825,-58.906
-53.177,-81.013,-55.03
-17.679,-94.064,-34.906
-53.769,-81.006,-70.112
-44.911,-85.775,-60.41
-46.525,-65.52,-87.484
-44.183,-84.405,-54.128
-30.48,-88.888,-51.768
-32.847,-91.337,-38.882
-43.386,-75.242,-67.744
-21.866,-89.875,-34.786
-43.21,-83.414,-57.545
-32.869,-93.597,-42.272
-55.168,-80.782,-72.502
-46.87,-77.942,-73.644
-17.502,-96.014,-37.185
-30.37,-89.162,-41.393
-31.674,-87.953,-45.405
-18.128,-89.66,-39.641
-57.07,-68.62,-84.712
-63.107,-65.13,-81.487
-55.964,-61.476,-79.041
-50.831,-81.367,-65.565
-48.482,-83.366,-75.954
-16.998,-94.678,-40.442
-26.651,-88.574,-44.264
-55.15,-61.148,-83.566
-47.906,-84.443,-64.981
-43.352,-79.502,-53.236
-29.355,-93.433,-44.798
-33.07,-87.101,-48.365
-15.539,-98.652,-36.155
-30.312,-93.356,-42.369
-52.908,-76.08,-73.985
-33.918,-91.461,-50.697
-49.98,-83.625,-60.699
-49.733,-89.69,-58.019
-45.076,-77.341,-64.051
-17.527,-89.151,-45.554
-52.094,-73.718,-83.694
-55.874,-67.905,-86.59
-52.378,-63.128,-80.198
-35.554,-89.652,-42.57
-55.093,-74.342,-76.453
-42.461,-79.44,-66.491
-15.256,-100,-40.897
-44.4,-82.124,-51.062
-54.5,-75.664,-82.966
-61.32,-74.016,-78.347
-58.356,-68.287,-79.877
-56.707,-76.56,-77.157
-17.764,-97.759,-39.069
-35.851,-92.788,-45.336
-52.231,-64.208,-81.607
-55.291,-64.562,-80.773
-59.172,-72.417,-81.226
-19.336,-96.413,-42.848
-30.76,-93.054,-48.317
-57.358,-70.494,-84.497
-25.726,-93.283,-35.624
-46.913,-82.387,-63
-22.893,-93.296,-32.177
-43.831,-83.571,-64.057
-28.37,-90.313,-47.625
-41.981,-83.028,-57.789
-51.087,-78.243,-66.64
-15.133,-96.168,-36.392
-55.915,-67.331,-86.733
-58.756,-68.017,-80.589
-28.089,-83.958,-41.161
-44.672,-84.823,-66.195
-20.846,-100,-37.36
-26.334,-88.978,-42.037
-45.698,-84.022,-60.88
-28.428,-93.44,-44.969
-48.28,-78.274,-75.026
-19.916,-100,-40.678
-56.236,-67.462,-84.811
-56.923,-64.755,-73.884
-44.704,-81.217,-62.018
-46.069,-86.197,-58.863
-18.029,-97.495,-38.603
-48.906,-78.316,-59.027
-27.137,-93.332,-45.538
-59.39,-72.224,-76.924
-50.841,-80.374,-72.901
-63.517,-66.181,-81.34
-50.408,-88.069,-64.828
-45.107,-75.499,-72.736
-50.535,-84.372,-67.619
-51.776,-86.47,-48.005
-28.391,-95.712,-38.871
-29.869,-91.808,-46.001
-53.527,-69.81,-78.092
-18.496,-92.974,-42.923
-18.53,-100,-28.238
-41.411,-85.443,-53.715
-44.355,-78.972,-72.095
-42.077,-93.188,-46.915
-55.278,-83.412,-65.098
-60.869,-67.696,-79.84
-48.812,-79.714,-54.256
-14.629,-98.517,-38.986
-43.1,-82.387,-61.734
-21.154,-98.091,-37.827
-22.63,-97.374,-46.104
-44.742,-82.577,-60.585
-53.779,-72.072,-78.22
-50.444,-86.66,-67.452
-54.173,-85.962,-70.71
-56.85,-81.188,-60.78
-26.046,-90.021,-42.469
-45.321,-75.486,-54.886
-40.684,-95.092,-48.964
-31.207,-90.61,-53.467
-61.051,-65.819,-82.858
-58.187,-70.078,-77.624
-54.038,-87.538,-69.364
-54.017,-78.781,-57.822
-31.473,-89.835,-38.599
-32.609,-88.732,-42.542
-49.732,-80.641,-67.934
-38.722,-82.772,-58.839
-23.625,-79.632,-46.083
-49.334,-85.753,-61.166
-16.251,-92.029,-39.655
-48.27,-80.506,-54.366
-23.158,-95.437,-38.262
-50.475,-81.117,-66.896
-32.409,-93.412,-50.334
-55.007,-69.045,-78.31
-51.749,-84.614,-60.928
-44.228,-93.34,-47.708
-31.001,-90.843,-48.106
-40.512,-81.101,-61.329
-22.432,-94.3,-35.291
-31.431,-92.449,-48.031
-60.503,-75.039,-88.503
-25.437,-95.38,-45.698
-21.905,-96.059,-37.479
-54.374,-85.842,-55.695
-54.839,-78.677,-66.037
-48.905,-89.768,-54.017
-25.063,-94.116,-46.507
-54.296,-67.729,-83.899
-18.743,-91.663,-43.16
-56.946,-80.751,-67.474
-63.619,-72.724,-85.879
-10.689,-98.103,-37.873
-23.818,-97.932,-46.216
-54.816,-88.497,-67.585
-60.917,-70.509,-79.639
-52.707,-83.694,-67.936
-19.2,-96.125,-39.381
-20.628,-100,-49.102
-30.773,-89.202,-37.241
-16.133,-94.16,-41.383
-27.125,-97.822,-39.367
-12.795,-99.657,-39.527
-44.914,-85.821,-58.035
-37.968,-88.668,-45.664
-28.887,-93.017,-39.563
-10,-98.117,-38.535
-40.391,-78.714,-65.208
-49.273,-84.008,-52.689
-59.438,-66.232,-76.183
-54.507,-62.78,-75.475
-43.102,-83.279,-72.135
-59.948,-68.396,-84.503
